Monat,Name,Partei,Geschlecht,Funktion,Saldo,Veränderung,Parlaments_ID,Anmerkung
2016-01-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",5,,,
2016-01-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",12,,,
2016-01-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-10,,,
2016-01-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,-1,,,
2016-01-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,-4,,,
2016-01-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-9,,,
2016-01-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-17,,,
2016-01-01,Hans Peter Doskozil,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,9,,,
2016-01-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",-1,,,
2016-01-01,Heinz Fischer,parteilos,Mann,Bundespräsident,60,,,
2016-01-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-8,,,
2016-01-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,10,,,
2016-01-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-15,,,
2016-01-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",7,,,
2016-01-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-2,,,
2016-01-01,Matthias Strolz,NEOS,Mann,Obmann,-8,,,
2016-01-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-1,,,
2016-01-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-9,,,
2016-01-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,14,,,
2016-01-01,Robert Lugar,FRANK,Mann,Klubobmann,-23,,,
2016-01-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,11,,,
2016-01-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",29,,,
2016-01-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-4,,,
2016-01-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,-4,,,
2016-01-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-4,,,
2016-01-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,7,,,
2015-12-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",2,,,
2015-12-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",13,,,
2015-12-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-8,,,
2015-12-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,-1,,,
2015-12-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,-2,,,
2015-12-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-10,,,
2015-12-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-20,,,
2015-12-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",-1,,,
2015-12-01,Heinz Fischer,parteilos,Mann,Bundespräsident,58,,,
2015-12-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-9,,,
2015-12-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,9,,,
2015-12-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-18,,,
2015-12-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",7,,,
2015-12-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-2,,,
2015-12-01,Matthias Strolz,NEOS,Mann,Obmann,-7,,,
2015-12-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-3,,,
2015-12-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-11,,,
2015-12-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,10,,,
2015-12-01,Robert Lugar,FRANK,Mann,Klubobmann,-25,,,
2015-12-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",14,,,
2015-12-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,9,,,
2015-12-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",28,,,
2015-12-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-5,,,
2015-12-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,-1,,,
2015-12-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-7,,,
2015-12-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,6,,,
2015-11-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",2,,,
2015-11-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",10,,,
2015-11-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-12,,,
2015-11-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,-3,,,
2015-11-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,-4,,,
2015-11-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-13,,,
2015-11-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-17,,,
2015-11-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",1,,,
2015-11-01,Heinz Fischer,parteilos,Mann,Bundespräsident,55,,,
2015-11-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-10,,,
2015-11-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,10,,,
2015-11-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-20,,,
