Monat,Name,Partei,Geschlecht,Funktion,Saldo,Veränderung,Parlaments_ID,Anmerkung
2015-06-01,Heinz Fischer,parteilos,Mann,Bundespräsident,53,,,
2015-06-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-8,,,
2015-06-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,12,,,
2015-06-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-18,,,
2015-06-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",8,,,
2015-06-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-3,,,
2015-06-01,Matthias Strolz,NEOS,Mann,Obmann,-11,,,
2015-06-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-4,,,
2015-06-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-11,,,
2015-06-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,12,,,
2015-06-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",9,,,
2015-06-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,5,,,
2015-06-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",22,,,
2015-06-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-5,,,
2015-06-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,3,,,
2015-06-01,Waltraud Dietrich,FRANK,Frau,Klubobfrau,-5,,,
2015-06-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-15,,,
2015-06-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,5,,,
2015-04-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-2,,,
2015-04-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",10,,,
2015-04-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-10,,,
2015-04-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,-4,,,
2015-04-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,4,,,
2015-04-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-14,,,
2015-04-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-11,,,
2015-04-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",-2,,,
2015-04-01,Heinz Fischer,parteilos,Mann,Bundespräsident,51,,,
2015-04-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-14,,,
2015-04-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,17,,,
2015-04-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-7,,,
2015-04-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",4,,,
2015-04-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-3,,,
2015-04-01,Matthias Strolz,NEOS,Mann,Obmann,-8,,,
2015-04-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-6,,,
2015-04-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-8,,,
2015-04-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,15,,,
2015-04-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",10,,,
2015-04-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,6,,,
2015-04-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",18,,,
2015-04-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-7,,,
2015-04-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,4,,,
2015-04-01,Waltraud Dietrich,FRANK,Frau,Klubobfrau,-6,,,
2015-04-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-9,,,
2015-04-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,3,,,
2015-03-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-5,,,
2015-03-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",9,,,
2015-03-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-14,,,
2015-03-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,-2,,,
2015-03-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,6,,,
2015-03-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-16,,,
2015-03-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-11,,,
2015-03-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",-4,,,
2015-03-01,Heinz Fischer,parteilos,Mann,Bundespräsident,48,,,
2015-03-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-15,,,
2015-03-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,15,,,
2015-03-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-9,,,
2015-03-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",2,,,
2015-03-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-6,,,
2015-03-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-22,,,
2015-03-01,Matthias Strolz,NEOS,Mann,Obmann,-11,,,
2015-03-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-6,,,
2015-03-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-10,,,
2015-03-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,16,,,
2015-03-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",8,,,
2015-03-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,9,,,
2015-03-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",20,,,
2015-03-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-6,,,
2015-03-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,4,,,
2015-03-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-13,,,
2015-03-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,1,,,
2014-12-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-7,,,
2014-12-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",8,,,
2014-12-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-16,,,
2014-12-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,1,,,
2014-12-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,5,,,
2014-12-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-10,,,
2014-12-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-8,,,
2014-12-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",-2,,,
2014-12-01,Heinz Fischer,parteilos,Mann,Bundespräsident,52,,,
2014-12-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-17,,,
2014-12-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,12,,,
2014-12-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-12,,,
2014-12-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",-3,,,
2014-12-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-9,,,
2014-12-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-27,,,
2014-12-01,Matthias Strolz,NEOS,Mann,Obmann,-9,,,
2014-12-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-8,,,
2014-12-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-12,,,
2014-12-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,14,,,
2014-12-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",8,,,
2014-12-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,3,,,
2014-12-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",22,,,
2014-12-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-7,,,
2014-12-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,4,,,
2014-12-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-15,,,
2014-12-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,2,,,
2014-11-01,Alois Stöger,SPÖ,Mann,"Bundesminister für Verkehr, Innovation und Technologie",-7,,,
2014-11-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",8,,,
2014-11-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-12,,,
2014-11-01,Doris Bures,SPÖ,Frau,Nationalratspräsidentin,14,,,
2014-11-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,1,,,
2014-11-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-12,,,
2014-11-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,-5,,,
2014-11-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",1,,,
2014-11-01,Heinz Fischer,parteilos,Mann,Bundespräsident,51,,,
2014-11-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-21,,,
2014-11-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,13,,,
2014-11-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-13,,,
2014-11-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und Medien im Bundeskanzleramt",1,,,
2014-11-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-7,,,
2014-11-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-22,,,
2014-11-01,Matthias Strolz,NEOS,Mann,Obmann,-14,,,
2014-11-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-9,,,
2014-11-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-8,,,
2014-11-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,16,,,
2014-11-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",8,,,
2014-11-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,9,,,
2014-11-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",36,,,
2014-11-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Bundeskanzleramt,-4,,,
2014-11-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,7,,,
2014-11-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-11,,,
2014-11-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,3,,,
2014-09-01,Alois Stöger,SPÖ,Mann,Bundesminister für Gesundheit,-4,,,
2014-09-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",5,,,
2014-09-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-13,,,
2014-09-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Verkehr, Innovation und Technologie",-4,,,
2014-09-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,4,,,
2014-09-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-13,,,
2014-09-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,3,,,
2014-09-01,Harald Mahrer,ÖVP,Mann,"Staatssekretär im Bundesministerium für Wissenschaft, Forschung und Wirtschaft",2,,,
2014-09-01,Heinz Fischer,parteilos,Mann,Bundespräsident,45,,,
2014-09-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-15,,,
2014-09-01,Johann Georg Schelling,ÖVP,Mann,Bundesminister für Finanzen,9,,,
2014-09-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-10,,,
2014-09-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und öffentlichen Dienst im Bundeskanzleramt",5,,,
2014-09-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-9,,,
2014-09-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-19,,,
2014-09-01,Matthias Strolz,NEOS,Mann,Obmann,-2,,,
2014-09-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-5,,,
2014-09-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-10,,,
2014-09-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,14,,,
2014-09-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",8,,,
2014-09-01,Sabine Oberhauser,SPÖ,Frau,Bundesministerin für Gesundheit,0,,,
2014-09-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",22,,,
2014-09-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Finanzen,-6,,,
2014-09-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,5,,,
2014-09-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-7,,,
2014-09-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,7,,,
2014-06-01,Alois Stöger,SPÖ,Mann,Bundesminister für Gesundheit,2,,,
2014-06-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",9,,,
2014-06-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-12,,,
2014-06-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,31,,,
2014-06-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Verkehr, Innovation und Technologie",-11,,,
2014-06-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,1,,,
2014-06-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Bildung und Frauen,-5,,,
2014-06-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,9,,,
2014-06-01,Heinz Fischer,parteilos,Mann,Bundespräsident,49,,,
2014-06-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-18,,,
2014-06-01,Jochen Danninger,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-7,,,
2014-06-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-11,,,
2014-06-01,Josef Ostermayer,SPÖ,Mann,"Bundesminister für Kunst und Kultur, Verfassung und öffentlichen Dienst im Bundeskanzleramt",-1,,,
2014-06-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-15,,,
2014-06-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-24,,,
2014-06-01,Matthias Strolz,NEOS,Mann,Obmann,2,,,
2014-06-01,Michael Spindelegger,ÖVP,Mann,Vizekanzler,-15,,,
2014-06-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-10,,,
2014-06-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-7,,,
2014-06-01,Reinhold Mitterlehner,ÖVP,Mann,Vizekanzler,6,,,
2014-06-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",5,,,
2014-06-01,Sebastian Kurz,ÖVP,Mann,"Bundesminister für Europa, Integration und Äußeres",18,,,
2014-06-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Finanzen,-4,,,
2014-06-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin für Familien und Jugend,6,,,
2014-06-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-5,,,
2014-06-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,5,,,
2014-02-01,Alois Stöger,SPÖ,Mann,Bundesminister für Gesundheit,2,,,
2014-02-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",7,,,
2014-02-01,Andreas Schieder,SPÖ,Mann,Klubobmann,-10,,,
2014-02-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,29,,,
2014-02-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Verkehr, Innovation und Technologie",-9,,,
2014-02-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,-7,,,
2014-02-01,Gabriele Heinisch-Hosek,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",2,,,
2014-02-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,11,,,
2014-02-01,Heinz Fischer,parteilos,Mann,Bundespräsident,47,,,
2014-02-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-22,,,
2014-02-01,Jochen Danninger,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-8,,,
2014-02-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-13,,,
2014-02-01,Josef Ostermayer,SPÖ,Mann,Bundesminister im Bundeskanzleramt,-5,,,
2014-02-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-13,,,
2014-02-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-25,,,
2014-02-01,Matthias Strolz,NEOS,Mann,Obmann,7,,,
2014-02-01,Michael Spindelegger,ÖVP,Mann,Vizekanzler,-19,,,
2014-02-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-9,,,
2014-02-01,Reinhold Lopatka,ÖVP,Mann,Klubobmann,-6,,,
2014-02-01,Reinhold Mitterlehner,ÖVP,Mann,"Bundesminister für Wirtschaft, Familie und Jugend",7,,,
2014-02-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",2,,,
2014-02-01,Sebastian Kurz,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,13,,,
2014-02-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Finanzen,1,,,
2014-02-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin ohne Portefeuille,4,,,
2014-02-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-8,,,
2014-02-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,2,,,
2013-12-01,Alois Stöger,SPÖ,Mann,Bundesminister für Gesundheit,-1,,,
2013-12-01,Andrä Rupprechter,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",7,,,
2013-12-01,Andreas Schieder,SPÖ,Mann,Staatssekretär im Bundesministerium für Finanzen,-4,,,
2013-12-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,32,,,
2013-12-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Verkehr, Innovation und Technologie",-8,,,
2013-12-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,-4,,,
2013-12-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Frauen und öffentlichen Dienst im Bundeskanzleramt,-2,,,
2013-12-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,12,,,
2013-12-01,Heinz Fischer,parteilos,Mann,Bundespräsident,51,,,
2013-12-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-24,,,
2013-12-01,Jochen Danninger,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-3,,,
2013-12-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-9,,,
2013-12-01,Josef Ostermayer,SPÖ,Mann,Staatssekretär im Bundeskanzleramt,-2,,,
2013-12-01,Karlheinz Kopf,ÖVP,Mann,2. Nationalratspräsident,-18,,,
2013-12-01,Kathrin Nachbaur,FRANK,Frau,Klubobfrau,-29,,,
2013-12-01,Matthias Strolz,NEOS,Mann,Obmann,6,,,
2013-12-01,Michael Spindelegger,ÖVP,Mann,Vizekanzler,-11,,,
2013-12-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-13,,,
2013-12-01,Reinhold Lopatka,ÖVP,Mann,Staatssekretär im Bundesministerium für europäische und internationale Angelegenheiten,-6,,,
2013-12-01,Reinhold Mitterlehner,ÖVP,Mann,"Bundesminister für Wirtschaft, Familie und Jugend",9,,,
2013-12-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",4,,,
2013-12-01,Sebastian Kurz,ÖVP,Mann,Staatssekretär im Bundesministerium für Inneres,7,,,
2013-12-01,Sonja Steßl,SPÖ,Frau,Staatssekretärin im Finanzen,2,,,
2013-12-01,Sophie Karmasin,ÖVP,Frau,Bundesministerin ohne Portefeuille,5,,,
2013-12-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-12,,,
2013-12-01,Wolfgang Brandstetter,ÖVP,Mann,Bundesminister für Justiz,2,,,
2013-07-01,Alois Stöger,SPÖ,Mann,Bundesminister für Gesundheit,-14,,,
2013-07-01,Andreas Schieder,SPÖ,Mann,Staatssekretär im Bundesministerium für Finanzen,2,,,
2013-07-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,23,,,
2013-07-01,Beatrix Karl,ÖVP,Frau,Bundesministerin für Justiz,-20,,,
2013-07-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",-24,,,
2013-07-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Verkehr, Innovation und Technologie",-4,,,
2013-07-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,9,,,
2013-07-01,Frank Stronach,FRANK,Mann,Obmann,-35,,,
2013-07-01,Fritz Neugebauer,ÖVP,Mann,2. Nationalratspräsident,-35,,,
2013-07-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Frauen und öffentlichen Dienst im Bundeskanzleramt,-9,,,
2013-07-01,Heinz Fischer,parteilos,Mann,Bundespräsident,53,,,
2013-07-01,Heinz Fischer,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,16,,,
2013-07-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-43,,,
2013-07-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-24,,,
2013-07-01,Josef Bucher,BZÖ,Mann,Klubobmann,-44,,,
2013-07-01,Josef Cap,SPÖ,Mann,Klubobmann,-21,,,
2013-07-01,Josef Ostermayer,SPÖ,Mann,Staatssekretär im Bundeskanzleramt,-9,,,
2013-07-01,Karlheinz Kopf,ÖVP,Mann,Klubobmann,-28,,,
2013-07-01,Karlheinz Töchterle,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,6,,,
2013-07-01,Maria Theresia Fekter,ÖVP,Frau,Bundesministerin für Finanzen,-34,,,
2013-07-01,Martin Graf,FPÖ,Mann,3. Nationalratspräsident,-62,,,
2013-07-01,Michael Spindelegger,ÖVP,Mann,Vizekanzler,-18,,,
2013-07-01,Nikolaus Berlakovich,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",-42,,,
2013-07-01,Reinhold Lopatka,ÖVP,Mann,Staatssekretär im Bundesministerium für europäische und internationale Angelegenheiten,-2,,,
2013-07-01,Reinhold Mitterlehner,ÖVP,Mann,"Bundesminister für Wirtschaft, Familie und Jugend",7,,,
2013-07-01,Robert Lugar,FRANK,Mann,Klubobmann,-22,,,
2013-07-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",-3,,,
2013-07-01,Sebastian Kurz,ÖVP,Mann,Staatssekretär im Bundesministerium für Inneres,26,,,
2013-07-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-2,,,
2013-06-01,Alois Stöger,SPÖ,Mann,Bundesminister für Gesundheit,4,,,
2013-06-01,Andreas Schieder,SPÖ,Mann,Staatssekretär im Bundesministerium für Finanzen,-9,,,
2013-06-01,Barbara Prammer,SPÖ,Frau,Nationalratspräsidentin,18,,,
2013-06-01,Beatrix Karl,ÖVP,Frau,Bundesministerin für Justiz,-2,,,
2013-06-01,Claudia Schmied,SPÖ,Frau,"Bundesministerin für Unterricht, Kunst und Kultur",-17,,,
2013-06-01,Doris Bures,SPÖ,Frau,"Bundesministerin für Verkehr, Innovation und Technologie",-10,,,
2013-06-01,Eva Glawischnig-Piesczek,Grüne,Frau,Klubobfrau,1,,,
2013-06-01,Frank Stronach,FRANK,Mann,Obmann,-32,,,
2013-06-01,Fritz Neugebauer,ÖVP,Mann,2. Nationalratspräsident,-45,,,
2013-06-01,Gabriele Heinisch-Hosek,SPÖ,Frau,Bundesministerin für Frauen und öffentlichen Dienst im Bundeskanzleramt,0,,,
2013-06-01,Gerald Klug,SPÖ,Mann,Bundesminister für Landesverteidigung und Sport,14,,,
2013-06-01,Heinz Fischer,parteilos,Mann,Bundespräsident,45,,,
2013-06-01,Heinz-Christian Strache,FPÖ,Mann,Obmann,-38,,,
2013-06-01,Johanna Mikl-Leitner,ÖVP,Frau,Bundesministerin für Inneres,-8,,,
2013-06-01,Josef Bucher,BZÖ,Mann,Klubobmann,-26,,,
2013-06-01,Josef Cap,SPÖ,Mann,Klubobmann,-26,,,
2013-06-01,Josef Ostermayer,SPÖ,Mann,Staatssekretär im Bundeskanzleramt,-10,,,
2013-06-01,Karlheinz Kopf,ÖVP,Mann,Klubobmann,-25,,,
2013-06-01,Karlheinz Töchterle,ÖVP,Mann,Bundesminister für Wissenschaft und Forschung,8,,,
2013-06-01,Maria Theresia Fekter,ÖVP,Frau,Bundesministerin für Finanzen,-16,,,
2013-06-01,Martin Graf,FPÖ,Mann,3. Nationalratspräsident,-55,,,
2013-06-01,Michael Spindelegger,ÖVP,Mann,Vizekanzler,6,,,
2013-06-01,Nikolaus Berlakovich,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",-41,,,
2013-06-01,Reinhold Lopatka,ÖVP,Mann,Staatssekretär im Bundesministerium für europäische und internationale Angelegenheiten,-12,,,
2013-06-01,Reinhold Mitterlehner,ÖVP,Mann,"Bundesminister für Wirtschaft, Familie und Jugend",11,,,
2013-06-01,Robert Lugar,FRANK,Mann,Klubobmann,-24,,,
2013-06-01,Rudolf Hundstorfer,SPÖ,Mann,"Bundesminister für Arbeit, Soziales und Konsumentenschutz",9,,,
2013-06-01,Sebastian Kurz,ÖVP,Mann,Staatssekretär im Bundesministerium für Inneres,13,,,
2013-06-01,Werner Faymann,SPÖ,Mann,Bundeskanzler,-1,,,
